name,r1,r2,n_members,members,missing_arms_10k,reason
ac19_21532,YXXXYxYx,YYYXXyXyxxx,2,29186 150715,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_21536,YXXyXYx,YYYXXyXXyxxx,2,29191 109492,s20_mk2_mK2,incomplete_all_existing_solved
ac19_21537,YXXyx,YYXyxxYxxxyxx,3,29196 97904 138458,"baseline,s20_f4",incomplete_all_existing_solved
ac19_21539,YXXyx,YYXXyXXXYXXyxx,1,29198,baseline,incomplete_all_existing_solved
ac19_21541,YXYXYx,YYXXYxYXXYx,4,29201 31386 31495 132203,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_21546,YXXyx,YYXyXYxyyXyXX,3,29209 83524 148925,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_21550,YXXXYxYx,YYXYxYXXXYx,2,29216 81603,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_2156,YXXYxYxx,YYYxYXyxxyX,1,2777,s20_f4,incomplete_all_existing_solved
ac19_21572,YXYXyx,YYXyyxxxyXXYx,1,29252,s20_mk2_mK2,incomplete_all_existing_solved
ac19_21592,YXXyXyX,YYYxxxyyXyX,3,29298 39865 55393,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_2160,YXYXXYx,YYXXXYYxYX,3,2782 48956 77967,s20_mk2,incomplete_all_existing_solved
ac19_21602,YXYXyx,YYYYYXYXXyXXX,1,29312,s20_f4,incomplete_all_existing_solved
ac19_21606,YXXYx,YYYXYYXXXyxyx,4,29320 64877 115659 151837,s20_mk2_mK2,incomplete_all_existing_solved
ac19_21607,YXXYx,YYXXYxyXYxyXYx,1,29321,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_21616,YXXYx,YYYYXYXXXyxxYX,1,29336,s20_f4,incomplete_all_existing_solved
ac19_21620,YXXyx,YYXyxxxyXXXyX,3,29345 73986 102938,"baseline,s20_f4",incomplete_all_existing_solved
ac19_21621,YXX,YYYXyxxYXyyX,2,29346 104380,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_21624,YXyXXYxyx,YYxyXYxxyX,1,29351,baseline,incomplete_all_existing_solved
ac19_21625,YXXyx,YYXXXyxYxyxxx,3,29356 87951 139318,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_21626,YXXyx,YYYXXyXYxxyyXX,1,29358,baseline,incomplete_all_existing_solved
ac19_21647,YYXXXXX,YXXyXXYxx,9,29388 35498 39559 62232 74909 122000 122817 127128 129047,s20_mk2_mK2,incomplete_all_existing_solved
ac19_21662,YXXyx,YYXyyXyxYXXYx,3,29419 45717 118192,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_21667,YXXYx,YYXyyXYXyxxxyx,1,29424,baseline,incomplete_all_existing_solved
ac19_21687,YXYxyx,YYXYYxxYxyxxx,1,29458,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_2169,YYXXyx,YYXYxyXYXXyxx,1,2792,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_21692,YXYXX,YYYYXXYxyXXyX,2,29468 67131,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_21697,YXX,YYYXyXyyxYYxyX,1,29473,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_21707,YXXyx,YYYYXyXyyxyxYX,2,29487 39685,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_21732,YXYXYx,YYXXYxYxYXX,4,29521 150356 151524 151603,baseline,incomplete_all_existing_solved
ac19_21737,YYXXyx,YYXXXyxYX,8,29531 63938 66985 73816 76006 87691 118384 129205,s20_f4,incomplete_all_existing_solved
ac19_21739,YXXyXyxx,YYYXYxyxx,2,29533 65372,s20_f4,incomplete_all_existing_solved
ac19_2174,YXXyx,YYXyxYXyXXYXyX,1,2797,baseline,incomplete_all_existing_solved
ac19_21746,YYXXYx,YYXyXXXyxxYYx,1,29543,s20_mk2,incomplete_all_existing_solved
ac19_2176,YYXXyx,YXyxxyXYx,29,2799 3390 24649 29611 29925 31073 32833 49976 60152 63039 75258 78301 84968 85776 94574 98293 98754 101691 102443 104352 108788 114464 122854 126873 134403 137036 138929 148429 148956,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_21776,YXYxyx,YYYxYXyxyXYxx,1,29589,s20_mk2_mK2,incomplete_all_existing_solved
ac19_21809,YXXyx,YYXYXyyxxYxyx,5,29637 121015 123777 149742 152766,s20_f4,incomplete_all_existing_solved
ac19_21812,YXYXX,YYXyXXXXyxxYx,3,29640 104813 117279,s20_mk2_mK2,incomplete_all_existing_solved
ac19_21817,YXXYx,YYXXyxYxyX,13,29647 30545 37274 64409 76938 79944 93523 96846 108650 111305 112382 131367 138889,s20_mk2_mK2,incomplete_all_existing_solved
ac19_21826,YXYXX,YYXXXXyXXYYxx,2,29665 128071,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_21850,YXXyx,YYXYXyXyXXX,10,29702 57077 65697 70162 77237 109614 125590 136306 150105 155359,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_21871,YXXyXyX,YYXyxxyxYx,5,29739 32341 34611 141216 147296,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_21874,YXXyx,YYYXyyxYXyyXYX,2,29745 121258,s20_mk2,incomplete_all_existing_solved
ac19_21876,YXXyx,YYYXXyyXyxxxYX,1,29747,baseline,incomplete_all_existing_solved
ac19_21884,YXXX,YYYYXyXyxyXyx,2,29759 105222,s20_mk2,incomplete_all_existing_solved
ac19_2189,YXXXX,YYYxyXyyx,5,2813 56586 96953 144191 154943,s20_f4,incomplete_all_existing_solved
ac19_219,YYXXYx,YYxyXXXYxyXYx,1,744,baseline,incomplete_all_existing_solved
ac19_21914,YXYXyx,YYXyXyXyyxxxx,1,29817,s20_mk2_mK2,incomplete_all_existing_solved
ac19_21941,YXXyx,YYYYXYYXyyyXyXyX,1,29866,s20_f4,incomplete_all_existing_solved
ac19_21942,YXXyx,YYYXyyyXyyxYxxx,1,29869,s20_f4,incomplete_all_existing_solved
ac19_21947,YXXyx,YYXyxyXXyxYxYX,1,29878,baseline,incomplete_all_existing_solved
ac19_21952,YXXyx,YYYXyXYXXXyyXX,2,29885 89188,baseline,incomplete_all_existing_solved
ac19_21957,YXX,YYXyxYXyXyXYxx,1,29891,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_21967,YXYXyx,YYXXXXyxYYx,3,29902 90612 136871,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_22,YXXyx,YYXyyXyx,41,79 129 3895 9438 24560 32356 35939 37834 37864 37931 40596 54621 63539 63930 65576 66598 69356 69977 88904 89230 94371 96598 98063 100770 102916 108403 108899 110593 113862 117960 120571 128511 129537 131499 134560 142422 147697 148039 152006 152959 154458,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_22015,YXXyx,YYXYYXyyxyXyyx,3,29976 117563 152087,s20_f4,incomplete_all_existing_solved
ac19_22016,YXyXYxx,YYYXYYxx,11,29977 50404 64492 68385 72736 79355 91129 104791 130851 141783 150817,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_22020,YXYXYx,YYXyXyyXYxyxx,2,29982 156413,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22021,YXXyXYx,YYxYXXXyyX,3,29983 91710 106422,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_22025,YXXyx,YYYYXyyXyX,12,29991 30981 31751 62486 76745 78348 106239 112744 135484 141270 143252 149566,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22030,YXYXX,YYXyXXYXyyxYx,1,29997,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_22035,YXXXyxx,YYXXyXXYxyx,3,30002 65540 114024,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22040,YXyXXyX,YYXYXyxyyxxYXyX,1,30009,s20_f4,incomplete_all_existing_solved
ac19_22055,YYXXXyx,YYXXXyxx,5,30033 49123 90364 135088 137546,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22065,YXXXYXXXX,YYXXyyXXYx,1,30053,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22081,YXXyx,YYYXYxYXyxyXyxyX,6,30075 37143 90890 96313 105663 112150,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22084,YXXyx,YYXYXyyxyxYx,6,30079 55427 61813 84903 113189 131517,s20_mk2,incomplete_all_existing_solved
ac19_22086,YYXXyx,YYXYXYxxYXXyX,1,30086,"baseline,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_2210,YXYXyx,YYYxyXXXYXyyx,1,2835,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22109,YXYXyx,YYXyXXYxxyXyx,2,30121 76774,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22119,YXXyXYx,YYXXyyxYxyX,3,30140 41385 120754,baseline,incomplete_all_existing_solved
ac19_22129,YXXYx,YYYXXYYXyxYX,6,30162 53081 58015 58879 101472 148752,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2214,YXXyx,YYXYxYXyxyyX,28,2841 6691 40565 44292 49971 51750 60742 66346 69960 71825 81836 89316 93178 96292 98174 100713 101209 101558 102002 109215 115658 115990 116738 122191 124238 129165 134078 137298,s20_f4,incomplete_all_existing_solved
ac19_2219,YXX,YYYXyxxxyyX,2,2846 138063,s20_f4,incomplete_all_existing_solved
ac19_22194,YYXXXXyX,YXyXYxxxxyX,5,30271 80689 86636 98666 121160,s20_f4,incomplete_all_existing_solved
ac19_22202,YYXXYXyyx,YYXXyXYXyx,1,30280,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22210,YXYXYx,YYXXXXYYxxxYX,2,30294 120132,baseline,incomplete_all_existing_solved
ac19_22217,YXXYx,YYXyXXYYxYxyX,3,30304 85188 91916,s20_mk2,incomplete_all_existing_solved
ac19_22219,YXYXX,YYXYxxyXyXyXYx,1,30309,baseline,incomplete_all_existing_solved
ac19_22244,YXXYx,YYYYYYXXyXyxyx,1,30354,baseline,incomplete_all_existing_solved
ac19_22247,YYXXyx,YYXXXyyXyxxYx,1,30357,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22249,YXXYxxyX,YXXyXyxxx,7,30361 55671 68945 69193 111162 114015 129361,baseline,incomplete_all_existing_solved
ac19_22252,YXXyx,YYXXyXXYxxyX,5,30365 40543 89112 113699 151434,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22261,YXXYXXX,YYYYYXyyyyX,2,30376 42566,baseline,incomplete_all_existing_solved
ac19_22299,YXYXyx,YYXYYXXXyXYxx,1,30432,s20_f4,incomplete_all_existing_solved
ac19_22306,YYXXXYX,YYxyXyxxyX,4,30440 52885 120734 126221,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22330,YXXyx,YYXYxyyxxyXXyX,1,30484,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22335,YYXXXYxx,YYXYYXXYx,7,30492 63720 84931 122231 130425 135891 149755,s20_f4,incomplete_all_existing_solved
ac19_22344,YXXyx,YYYYXXYXyyyyXX,2,30508 122602,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22345,YXXyx,YYYXyxxyxxyXyx,1,30509,baseline,incomplete_all_existing_solved
ac19_22346,YXXyx,YYYXyXYYxyyxyx,2,30510 127596,s20_mk2,incomplete_all_existing_solved
ac19_22355,YXXyx,YYYYXyyyxYxyX,3,30526 77737 151320,s20_f4,incomplete_all_existing_solved
ac19_22380,YYXXX,YYYxxxyXXyyXyx,1,30565,s20_f4,incomplete_all_existing_solved
ac19_22405,YYXXyxx,YYYYYXXYxxyX,1,30605,baseline,incomplete_all_existing_solved
ac19_22406,YYXXYx,YYXyXyxxxxyyX,1,30606,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2241,YXXXyxx,YYXyyXXYX,5,2872 47796 111628 128123 128420,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22420,YXXyxYx,YYYxYxxyXX,2,30628 78954,s20_mk2,incomplete_all_existing_solved
ac19_2244,YYXXX,YYXYXyXyyXYxxx,1,2875,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_22444,YYXXXYxx,YXYxYxxyXXX,1,30666,s20_f4,incomplete_all_existing_solved
ac19_22452,YXXYx,YYXYxYXyXXyxyx,1,30680,s20_f4,incomplete_all_existing_solved
ac19_22454,YYXXXXX,YYXyXyyXYXYx,1,30683,s20_mk2,incomplete_all_existing_solved
ac19_2246,YXXYx,YYXYxyyX,61,2877 4548 4873 5442 5869 8603 9666 13433 14504 14709 15574 19578 21917 27870 28183 31705 33928 38738 42763 45023 46124 47730 50641 52468 55663 59576 60022 60584 61153 61381 66199 66312 66681 68569 69627 74661 75522 75523 78750 83327 87602 91484 97026 104210 108989 112904 116307 116730 119192 122352 124540 128882 132562 134132 134936 140273 145300 146436 147699 154072 155925,s20_f4,incomplete_all_existing_solved
ac19_22474,YXXYx,YYYXyyxYXXXYx,1,30717,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22477,YXXYXXX,YYXXXyyXYxx,2,30721 38833,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22484,YXX,YYXyxyXXyXyxYYx,1,30736,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22489,YXXyx,YYXyyXYYxxyx,3,30746 94453 108524,s20_mk2,incomplete_all_existing_solved
ac19_22494,YXXXyXYx,YYXYxyXyxyx,1,30753,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22499,YYXXX,YYYXXXyyyxyxxx,1,30760,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_2250,YXX,YYXyXYxxYXyyXyx,1,2881,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_22504,YXXyx,YYXyyXXyxyXXYx,1,30769,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_22514,YYXXXXyx,YYXyyXXYxyx,1,30781,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22519,YXYXX,YYYXyyXXYXyxx,1,30788,baseline,incomplete_all_existing_solved
ac19_22529,YXXyx,YYXYxyyXyXyXX,5,30805 62513 119982 139555 148636,baseline,incomplete_all_existing_solved
ac19_2254,YYXXXyxyx,YXXXyXyxx,3,2886 58616 133357,s20_f4,incomplete_all_existing_solved
ac19_2255,YXXyx,YYYXXXyyxxYxyX,1,2887,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_22586,YYXXX,YYXYXyyXyXYxxx,1,30899,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_22595,YXXyx,YYYXyxxxxyxx,5,30908 38154 42356 52683 102247,s20_f4,incomplete_all_existing_solved
ac19_2260,YXXyx,YYXyxyxYxxyXYx,1,2892,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_22601,YXXyx,YYYXYXyxxyyyXXYX,2,30915 136957,s20_mk2,incomplete_all_existing_solved
ac19_22615,YXXyx,YYYYXyyXyXyxyx,2,30937 88019,baseline,incomplete_all_existing_solved
ac19_22626,YXXyx,YYXYXyxYXyXyx,5,30963 82869 82923 95428 137456,baseline,incomplete_all_existing_solved
ac19_22631,YXX,YYXXyXXXyxYx,1,30969,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_2264,YXXYXXyX,YYxxyXXyx,8,2896 34353 36474 40609 45035 46990 122852 147140,s20_mk2,incomplete_all_existing_solved
ac19_22641,YXXX,YYYXyXYYXyyyx,2,30986 69086,s20_mk2,incomplete_all_existing_solved
ac19_22645,YYXXXYXyX,YXXXXXyxYx,1,30992,s20_mk2,incomplete_all_existing_solved
ac19_22659,YXyxYXXyx,YYXXXyxxyXYxx,1,31016,baseline,incomplete_all_existing_solved
ac19_22689,YXYXyx,YYXXyXyxYxxyx,2,31071 148309,s20_f4,incomplete_all_existing_solved
ac19_2269,YYXXyx,YYXXyxYXXXYxx,1,2901,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_22699,YXYXyx,YYYXyXXXYYXYx,1,31087,s20_mk2,incomplete_all_existing_solved
ac19_22729,YXXYx,YYXXXXYxxyXyxx,1,31135,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22756,YYXXyxx,YYYYxxYYYXYXX,1,31180,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_22780,YXXyXXYx,YYxxxyxyXyx,2,31231 83746,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_22785,YXXyx,YYYYXyXXyxxyX,1,31239,baseline,incomplete_all_existing_solved
ac19_22811,YYXXXYx,YXyxxYXXXYx,3,31277 98612 146257,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22842,YXXYxxyX,YXXXXXXYxYx,3,31332 55174 124249,baseline,incomplete_all_existing_solved
ac19_22845,YXXXYxx,YYXXyXXYxyxx,1,31335,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2285,YXYXyx,YYYYXXXXXYXYx,2,2919 129269,s20_f4,incomplete_all_existing_solved
ac19_22855,YXyXYxx,YYYXYxyXXyx,3,31354 77309 152956,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22875,YYXXX,YXyXyxxyXYxxx,4,31387 31770 84751 117395,s20_mk2,incomplete_all_existing_solved
ac19_22880,YXXyx,YYXYxyyxxyXyX,3,31393 90211 129485,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22885,YXX,YYxYxyXyxxyXyx,2,31402 96681,baseline,incomplete_all_existing_solved
ac19_22887,YYXXXXXyX,YYYXXyXXyX,1,31405,s20_mk2,incomplete_all_existing_solved
ac19_22889,YXXyx,YYYXyyxyXYXyyX,2,31407 38090,s20_mk2,incomplete_all_existing_solved
ac19_22890,YXXyx,YYYXXXYXyxyyx,4,31409 88469 92158 121731,baseline,incomplete_all_existing_solved
ac19_22892,YYXXYYx,YYXXYXXYYxxx,1,31415,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_22895,YXXYx,YYXXyyXYxYXyxx,1,31420,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_22896,YXXyx,YYYXXXyXyxyyxx,1,31421,s20_f4,incomplete_all_existing_solved
ac19_22901,YXX,YYXyXyXYxyxyXYx,1,31428,baseline,incomplete_all_existing_solved
ac19_22902,YXyXXyx,YYYxYxxyxyx,4,31429 32074 65354 148961,s20_f4,incomplete_all_existing_solved
ac19_22905,YXXX,YYXYYxyXyxyyx,2,31432 148022,s20_mk2,incomplete_all_existing_solved
ac19_22906,YYXXX,YYXYXXXyXyxxxx,1,31434,s20_f4,incomplete_all_existing_solved
ac19_22931,YXXyx,YYYYXyyyXyyXYxyX,1,31484,s20_f4,incomplete_all_existing_solved
ac19_22939,YXXXX,YYXyyxYYXyXX,1,31497,s20_f4,incomplete_all_existing_solved
ac19_22946,YYXXXyX,YYYXXyyxxyx,1,31505,s20_mk2,incomplete_all_existing_solved
ac19_22951,YYXXXyx,YYXYXyyXYxyX,1,31510,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22970,YXYXX,YYXXyyXXyxYxYx,2,31537 96247,baseline,incomplete_all_existing_solved
ac19_22976,YYXXXYX,YYxYXXXyX,5,31547 61467 98956 122060 128619,baseline,incomplete_all_existing_solved
ac19_22979,YXXyx,YYXyyXyXYXXYx,3,31551 39380 53777,s20_mk2,incomplete_all_existing_solved
ac19_22994,YXYXyx,YYYXyxyXXXXYxYx,1,31579,s20_mk2_mK2,incomplete_all_existing_solved
ac19_22997,YXXYx,YYYXyXXXYYxYx,4,31584 91061 107322 127239,s20_mk2,incomplete_all_existing_solved
ac19_23025,YXYXXXX,YYYXyyxyyxxx,2,31621 135669,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23026,YXXyx,YYXyxxxxxxyxYx,1,31622,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_23031,YXYXyx,YYYXXXXyxYXyx,1,31637,baseline,incomplete_all_existing_solved
ac19_23036,YXXyx,YYXYYxyXXyXyx,3,31644 67583 134095,baseline,incomplete_all_existing_solved
ac19_23046,YXYxyx,YYYXYxxYxxx,4,31668 45833 49553 61689,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2305,YXXYx,YYXyXYXyxxx,10,2939 15892 19730 53908 68849 75588 76740 84786 103728 153939,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_23051,YXYXyx,YYXXyXyyxxxyx,2,31680 133118,s20_f4,incomplete_all_existing_solved
ac19_23060,YXXyx,YYXyyXYXXYXyxx,1,31693,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23065,YXYXX,YYXXYXyyXyxxYx,1,31704,s20_f4,incomplete_all_existing_solved
ac19_23070,YXXyx,YYYXyXyxyXXYx,4,31711 43428 85315 111641,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23086,YXXyx,YYXXYXXyXXXyx,3,31736 134796 155750,s20_f4,incomplete_all_existing_solved
ac19_2309,YXXyx,YYYYXyyXyXXX,4,2943 95957 121532 147478,s20_mk2,incomplete_all_existing_solved
ac19_2310,YXX,YYXyyXYxYYxyyX,4,2944 6074 101664 116483,baseline,incomplete_all_existing_solved
ac19_2311,YXYXYXXX,YXXyXyXYxYx,3,2945 32582 98832,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_23119,YXYXXXX,YYYXYXyXyyx,3,31790 81866 113888,s20_mk2,incomplete_all_existing_solved
ac19_23120,YYXXXYxx,YYXYYXXXYxx,1,31791,s20_mk2,incomplete_all_existing_solved
ac19_2314,YXYXXYx,YYXyXyyxxx,3,2948 27553 131333,s20_mk2,incomplete_all_existing_solved
ac19_2316,YYXXYXXyx,YYXYxxyyXX,2,2950 80144,baseline,incomplete_all_existing_solved
ac19_23164,YYYXXXXYX,YYYXXXYXXyx,1,31865,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2319,YXXyx,YYYXYXXyXXyXyX,1,2953,s20_f4,incomplete_all_existing_solved
ac19_23197,YXYXyx,YYXYxYxyyXXyX,1,31925,s20_mk2,incomplete_all_existing_solved
ac19_23202,YYXXX,YXXYXXyXyxxxYx,1,31941,baseline,incomplete_all_existing_solved
ac19_23207,YXYXyx,YYXXYYxYXyyXX,1,31948,s20_f4,incomplete_all_existing_solved
ac19_2322,YYYXXyX,YYXXXyx,16,2956 15270 29705 38939 62405 74634 77554 78638 93089 94428 101942 108739 108812 123502 152614 155908,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_23232,YXYXyx,YYXXyXyyxxYxx,2,31995 85712,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2324,YXX,YYxyXyx,34,2958 6916 11890 14460 18887 27406 28385 32337 41211 49531 50100 51044 52365 54021 54781 56787 67167 69039 86036 86530 93020 93310 103337 113166 116254 117217 122493 122749 131149 140179 147583 150148 152115 152988,baseline,incomplete_all_existing_solved
ac19_23296,YXXyx,YYXXXXXyXXXXX,4,32104 36334 111587 141096,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23307,YYXXYx,YYYYYxxyyXyyX,1,32118,s20_f4,incomplete_all_existing_solved
ac19_23319,YYXXyxx,YYYxxYxyXX,3,32140 83731 118486,s20_f4,incomplete_all_existing_solved
ac19_23321,YXX,YYxxYxyxyXyXyx,1,32142,s20_f4,incomplete_all_existing_solved
ac19_23324,YYXXXyXX,YYXXYXXyyXX,1,32149,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_23329,YXXYxxyx,YYYYXYxxyxx,1,32158,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_23334,YXXYx,YYYYXyXXXyxYx,4,32167 99801 110563 138419,s20_f4,incomplete_all_existing_solved
ac19_23339,YYXXyxx,YYXXXyXYxyxx,1,32176,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_23342,YXXyx,YYXYxyxYxyyX,6,32186 42018 57909 117492 138625 143351,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23346,YXYXX,YYYXyXXyxYXyx,2,32191 73768,s20_mk2,incomplete_all_existing_solved
ac19_23347,YYXXX,YYXXyXYXyxxx,3,32192 38974 108349,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_23354,YYXXXyXXX,YXXXyXXXYx,2,32204 55984,baseline,incomplete_all_existing_solved
ac19_23359,YXXyx,YYXyxYXYxyyxx,3,32211 69652 100296,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_23369,YYXXYXX,YXXXXyXYxYx,4,32229 47380 67793 100728,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23389,YXXYXXXYx,YXYxYxyXyX,2,32260 117652,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23404,YXXyx,YYYYXXXyxyXyx,1,32288,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_23419,YXXX,YYYXYXyyyxYxyyx,1,32307,s20_mk2,incomplete_all_existing_solved
ac19_2342,YXYXX,YYxYXyXyyXYx,8,2977 4603 36792 54241 71482 80473 88507 101343,s20_f4,incomplete_all_existing_solved
ac19_23424,YXXYx,YYXYxYXXXYx,3,32314 48696 100962,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_23435,YXXXX,YYXyyXXYxyx,1,32329,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_23436,YXXyxYx,YYXXYxxyyX,2,32331 151977,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23440,YXXXyxx,YYYXyXXYxyyx,1,32340,s20_f4,incomplete_all_existing_solved
ac19_23444,YXXYx,YYXYYXXYxyXXYx,1,32347,baseline,incomplete_all_existing_solved
ac19_23450,YYXXXyx,YYXYXXyxyyx,2,32360 86629,s20_mk2,incomplete_all_existing_solved
ac19_23464,YXXyx,YYXyXyxxYXYxyx,1,32387,baseline,incomplete_all_existing_solved
ac19_23469,YXyXXyx,YYYxyxyxYXyxYXyx,3,32399 50513 107348,s20_mk2,incomplete_all_existing_solved
ac19_23492,YXXXyxx,YYXYxyXyXX,3,32434 122106 143022,s20_mk2,incomplete_all_existing_solved
ac19_23505,YXX,YYXyxYYxyXyyX,3,32458 75182 89739,s20_f4,incomplete_all_existing_solved
ac19_23507,YXXYx,YYXXyxYYxYXXyx,1,32461,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_2355,YXXYx,YYYYxYXXXyyx,3,2991 23606 34967,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23551,YXYXXYx,YYxxyXyXXXYx,2,32533 129618,s20_f4,incomplete_all_existing_solved
ac19_23561,YXXYx,YYYYYXYYxYXXyX,1,32549,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2357,YYXXXyX,YYXyxxxyX,10,2993 7011 35021 41117 41628 49503 76023 92150 108782 129141,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_23595,YXXyx,YYXYxYxyyxyX,6,32600 57015 58097 79278 92284 116056,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23601,YXXyx,YYXyxxyyxYXyX,3,32609 64385 128864,s20_mk2_mK2,incomplete_all_existing_solved
ac19_23610,YXXyx,YYXyyXYXYxyxx,4,32625 37367 117259 151374,s20_f4,incomplete_all_existing_solved
ac19_23611,YXYXXYXX,YYYYXyXXXyx,1,32628,s20_mk2,incomplete_all_existing_solved
ac19_23619,YYXXXYx,YYxYXyyXyxYX,1,32648,s20_mk2,incomplete_all_existing_solved
ac19_2364,YYXXyxxyx,YYXXXyyxyx,1,3000,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
